time,id,x,y,speed,headway,leader_id,target_accel_with_noise_with_failsafe,target_accel_no_noise_no_failsafe,target_accel_with_noise_no_failsafe,target_accel_no_noise_with_failsafe,realized_accel,road_grade,edge_id,lane_number,distance,relative_position,follower_id,leader_rel_speed,waiting_time
0,RL_0,90.8519267981549,1.6,0.0,40.87330736870739,RL_7,,,,,0,0,E#R-X,0,0.0,9.14807320184509,RL_6,0.0,0.0
0.5,RL_0,90.20251629211452,1.6,1.2988210120807633,40.87389530409165,RL_7,,,,,2.5976420241615266,0,E#R-X,0,0.6494105060403825,9.797483707885473,RL_6,0.0011758707685272096,0.0
1.0,RL_0,88.90535623381115,1.6,2.594320116606769,40.87658251936486,RL_7,,,,,2.590998209052011,0,E#R-X,0,1.9465705643437676,11.094643766188858,RL_6,0.005374430546426723,0.0
1.5,RL_0,86.96409757624865,1.6,3.8825173151250008,40.883799539757455,RL_7,,,,,2.576394397036464,0,E#R-X,0,3.8878292219062676,13.035902423751358,RL_6,0.014434040785193503,0.0
2.0,RL_0,84.3863470491475,1.6,5.155501054202267,40.898792169869374,RL_7,,,,,2.545967478154532,0,E#R-X,0,6.4655797490074,15.61365295085249,RL_6,0.029985260223837962,0.0
2.5,RL_0,81.18651596772887,1.6,6.399662162837279,40.925353926574374,RL_7,,,,,2.4883222172700243,0,E#R-X,0,9.66541083042604,18.81348403227113,RL_6,0.05312351341001165,0.0
3.0,RL_0,77.38906012554148,1.6,7.594911684374807,40.96730726645184,RL_7,,,,,2.3904990430750566,0,E#R-X,0,13.462866672613444,22.610939874458534,RL_6,0.08390667975492949,0.0
3.5,RL_0,73.03122931344856,1.6,8.715661624185802,41.02772552779071,RL_7,,,,,2.2414998796219905,0,E#R-X,0,17.820697484706347,26.968770686551437,RL_6,0.12083652267774347,0.0
4.0,RL_0,68.16414709926944,1.6,9.734164428358246,41.10806630908573,RL_7,,,,,2.037005608344888,0,E#R-X,0,22.68777969888547,31.83585290073056,RL_6,0.16068156259004418,0.0
4.5,RL_0,62.851196650195334,1.6,10.625900898148215,41.20758188439109,RL_7,,,,,1.7834729395799371,0,E#R-X,0,28.000730147959576,37.148803349804666,RL_6,0.19903115061073606,0.0
5.0,RL_0,57.163536311346746,1.6,11.375320677697175,41.32337932593866,RL_7,,,,,1.4988395590979202,0,E#R-X,0,33.68839048680816,42.836463688653254,RL_6,0.23159488309513598,0.0
5.5,RL_0,51.17381366800781,1.6,11.979445286677866,40.01211446299588,RL_7,,,,,1.2082492179613809,0,E#R-X,0,39.678113130147096,48.82618633199219,RL_6,-2.6225297258855544,0.0
6.0,RL_0,45.003652976910814,1.6,12.34032138219399,39.17041152845318,RL_7,,,,,0.7217521910322482,0,E#R-X,0,45.84827382124409,54.996347023089186,RL_6,-1.6834058690853944,0.0
6.5,RL_0,38.68407637997511,1.6,12.639153193871406,37.054292688071776,RL_7,,,,,0.5976636233548334,0,E#R-X,0,52.167850418179796,61.31592362002489,RL_6,-4.232237680762811,0.0
7.0,RL_0,32.33676709979797,1.6,12.694618560354282,33.785441164448926,RL_7,,,,,0.11093073296575184,0,E#R-X,0,58.51515969835694,67.66323290020203,RL_6,-6.537703047245687,0.0
7.5,RL_0,26.101377070492603,1.6,12.470780058610734,31.24749255356894,RL_7,,,,,-0.4476770034870974,0,E#R-X,0,64.7505497276623,73.8986229295074,RL_6,-5.075897221759988,0.0
8.0,RL_0,19.914758843121632,1.6,12.373236454741935,29.346574155716993,RL_7,,,,,-0.1950872077375969,0,E#R-X,0,70.93716795503327,80.08524115687837,RL_6,-3.8018367957038812,0.0
8.5,RL_0,13.73180185355001,1.6,12.365913979143233,27.991596944580166,RL_7,,,,,-0.014644951197404055,0,E#R-X,0,77.1201249446049,86.26819814644999,RL_6,-2.70995442227364,0.0
9.0,RL_0,7.569188661695401,2.082266335436561,12.42228571666786,27.089709669838125,RL_7,,,,,0.1127434750492533,0,:X_3,0,83.33126780293883,4.479341004783919,RL_6,-1.8037745494840856,0.0
9.5,RL_0,3.4477201012072034,4.908895901041846,10.17228571666786,27.721811576173035,RL_7,,,,,-4.5,0,:X_3,0,88.41741066127275,9.565483863117848,RL_6,1.264203812669816,0.0
10.0,RL_0,1.7314990950704081,10.246678732394559,11.472285668984144,28.035972140216625,RL_7,,,,,2.5999999046325684,0,:X_3,0,94.15355349576483,15.301626697609919,RL_6,0.6283211280871779,0.0
10.5,RL_0,1.6,14.852769532101991,9.222285668984144,29.73308913611155,RL_7,,,,,-4.5,0,E#X-T,0,98.7646963302569,2.8527695321019912,RL_6,3.3942339917898394,0.0
11.0,RL_0,1.6,19.9595263719374,10.213513679670815,31.127223290941032,RL_7,,,,,1.9824560213733413,0,E#X-T,0,103.87145317009231,7.9595263719373985,RL_6,2.7882683096589655,0.0
11.5,RL_0,1.6,25.489377031045915,11.059701318217035,32.23745292908181,RL_7,,,,,1.6923752770924416,0,E#X-T,0,109.40130382920083,13.489377031045915,RL_6,2.220459276281547,0.0
12.0,RL_0,1.6,31.362920455906185,11.747086849720542,33.10199601123199,RL_7,,,,,1.3747710630070138,0,E#X-T,0,115.27484725406109,19.362920455906185,RL_6,1.7290861643003623,0.0
12.5,RL_0,1.6,37.50231709444813,12.278793277083894,33.76837123904362,RL_7,,,,,1.0634128547267032,0,E#X-T,0,121.41424389260304,25.50231709444813,RL_6,1.3327504556232626,0.0
13.0,RL_0,1.6,43.83850008479305,12.672365980689836,34.28405698489254,RL_7,,,,,0.7871454072118844,0,E#X-T,0,127.75042688294795,31.838500084793047,RL_6,1.0313714916978416,0.0
