time,id,x,y,speed,headway,leader_id,target_accel_with_noise_with_failsafe,target_accel_no_noise_no_failsafe,target_accel_with_noise_no_failsafe,target_accel_no_noise_with_failsafe,realized_accel,road_grade,edge_id,lane_number,distance,relative_position,follower_id,leader_rel_speed,waiting_time
0,RL_0,1.6,-19.071161486553482,0.0,1000.0,,,,,,0,0,E#D-X,0,0.0,30.928838513446518,,-1001.0,0.0
0.5,RL_0,1.6,-18.421163045128836,1.2999968828492905,1000.0,,,,,,2.599993765698581,0,E#D-X,0,0.6499984414246462,31.578836954871164,,-1002.2999968828493,0.0
1.0,RL_0,1.6,-17.12131577155224,2.5996945471531956,1000.0,,,,,,2.59939532860781,0,E#D-X,0,1.949845715001242,32.87868422844776,,-1003.5996945471531,0.0
1.5,RL_0,1.6,-15.172840093597145,3.8969513559101943,1000.0,,,,,,2.5945136175139973,0,E#D-X,0,3.898321392956337,34.827159906402855,,-1004.8969513559102,0.0
2.0,RL_0,1.6,-12.580096936384095,5.185486314426105,1000.0,,,,,,2.577069917031821,0,E#D-X,0,6.491064550169387,37.419903063615905,,-1006.1854863144262,0.0
2.5,RL_0,1.7979019562537026,-9.361307249950631,6.452785676247291,1000.0,,,,,,2.5345987236423717,0,:X_6,0,9.717457388293031,2.646295901739549,,-1007.4527856762473,0.0
3.0,RL_0,3.5644955602581945,-4.822674995190483,9.992104714638405,1000.0,,,,,,7.078638076782228,0,:X_6,0,14.713509745612233,7.6423482590587515,,-1010.9921047146385,0.0
3.5,RL_0,6.5983678332428095,-2.5257286458737456,7.742104714638405,1000.0,,,,,,-4.5,0,:X_6,0,18.584562102931436,11.513400616377954,,-1008.7421047146385,0.0
4.0,RL_0,12.82445297369716,-1.6,12.742104714638405,1000.0,,,,,,10.0,0,E#X-R,0,24.955614460250644,0.8244529736971593,,-1013.7421047146385,0.0
4.5,RL_0,19.371162226819756,-1.6,13.093418506245197,1000.0,,,,,,0.7026275832135838,0,E#X-R,0,31.502323713373244,7.371162226819758,,-1014.0934185062451,0.0
5.0,RL_0,26.043745165657715,-1.6,13.345165877675917,1000.0,,,,,,0.5034947428614416,0,E#X-R,0,38.1749066522112,14.043745165657716,,-1014.3451658776759,0.0
5.5,RL_0,32.804400992509194,-1.6,13.52131165370296,1000.0,,,,,,0.35229155205408347,0,E#X-R,0,44.93556247906268,20.804400992509194,,-1014.5213116537029,0.0
6.0,RL_0,39.625602814706966,-1.6,13.64240364439555,1000.0,,,,,,0.24218398138518182,0,E#X-R,0,51.75676430126045,27.62560281470697,,-1014.6424036443956,0.0
6.5,RL_0,46.48790528563548,-1.6,13.724604941857018,1000.0,,,,,,0.16440259492293663,0,E#X-R,0,58.61906677218896,34.48790528563548,,-1014.724604941857,0.0
0,RL_1,-1.6,19.314395853220315,0.0,1000.0,,,,,,0,0,E#T-X,0,0.0,30.685604146779685,,-1001.0,0.0
0.5,RL_1,-1.6,18.66439741179567,1.2999968828492905,1000.0,,,,,,2.599993765698581,0,E#T-X,0,0.6499984414246462,31.33560258820433,,-1002.2999968828493,0.0
1.0,RL_1,-1.6,17.364550138219073,2.5996945471531956,1000.0,,,,,,2.59939532860781,0,E#T-X,0,1.949845715001242,32.63544986178093,,-1003.5996945471531,0.0
1.5,RL_1,-1.6,15.416074460263978,3.8969513559101943,1000.0,,,,,,2.5945136175139973,0,E#T-X,0,3.898321392956337,34.58392553973602,,-1004.8969513559102,0.0
2.0,RL_1,-1.6,12.823331303050928,5.185486314426105,1000.0,,,,,,2.577069917031821,0,E#T-X,0,6.491064550169387,37.17666869694907,,-1006.1854863144262,0.0
2.5,RL_1,-1.6,9.596938464927284,6.452785676247291,1000.0,,,,,,2.5345987236423717,0,:X_1,0,9.717457388293031,2.403061535072716,,-1007.4527856762473,0.0
3.0,RL_1,-1.6,7.495545626803638,4.202785676247291,1000.0,,,,,,-4.5,0,:X_1,0,11.818850226416677,4.504454373196362,,-1005.2027856762473,0.0
3.5,RL_1,-1.6,3.03962674574176,8.911837762123756,1000.0,,,,,,9.418104171752931,0,:X_1,0,16.274769107478555,8.96037325425824,,-1009.9118377621238,0.0
4.0,RL_1,-1.6,-2.741869155965258,11.56299180341404,1000.0,,,,,,5.302308082580566,0,:X_1,0,22.056265009185573,14.74186915596526,,-1012.5629918034141,0.0
4.5,RL_1,-1.6,-10.457743204797524,15.431748097664528,1000.0,,,,,,7.737512588500977,0,:X_1,0,29.77213905801784,22.457743204797524,,-1016.4317480976646,0.0
5.0,RL_1,-1.6,-18.893123874990565,16.870761340386085,1000.0,,,,,,2.8780264854431152,0,E#X-D,0,38.20751972821088,6.893123874990565,,-1017.8707613403861,0.0
5.5,RL_1,-1.6,-26.68364672268587,15.581045695390621,1000.0,,,,,,-2.5794312899909286,0,E#X-D,0,45.99804257590619,14.683646722685875,,-1016.5810456953906,0.0
6.0,RL_1,-1.6,-34.14328379843117,14.919274151490592,1000.0,,,,,,-1.3235430878000578,0,E#X-D,0,53.45767965165149,22.14328379843117,,-1015.9192741514906,0.0
6.5,RL_1,-1.6,-41.41218243103197,14.537797265201602,1000.0,,,,,,-0.7629537725779798,0,E#X-D,0,60.726578284252284,29.412182431031972,,-1015.5377972652016,0.0
7.0,RL_1,-1.6,-48.5648382786666,14.305311695269255,1000.0,,,,,,-0.4649711398646943,0,E#X-D,0,67.87923413188692,36.5648382786666,,-1015.3053116952692,0.0
