episode_duration,number_of_vehicles_left_succesfully,number_of_collisions,min_travel_time,max_travel_time,avg_travel_time,total_travel_time,min_time_in_control_zone,max_time_in_control_zone,avg_time_in_control_zone,total_time_in_control_zone
1000.0,379,0,14.5,262.0,43.99604221635884,16674.5,0,0,0,0
1000.0,396,0,14.5,251.5,39.33585858585859,15577.0,0,0,0,0
1000.0,123,0,14.5,39.0,17.109756097560975,2104.5,0,0,0,0
1000.0,406,0,14.5,148.0,33.70566502463054,13684.5,0,0,0,0
1000.0,174,0,23.5,64.0,27.32183908045977,4754.0,0,0,0,0
1000.0,353,0,23.5,281.0,86.22521246458923,30437.5,0,0,0,0
1000.0,317,0,20.5,109.5,49.996845425867505,15849.0,0,0,0,0
1000.0,323,0,20.0,88.0,39.15170278637771,12646.0,0,0,0,0
1000.0,345,0,23.5,178.5,43.14927536231884,14886.5,0,0,0,0
1000.0,359,0,23.5,258.5,51.65738161559889,18545.0,0,0,0,0
