episode_duration,number_of_vehicles_left_succesfully,number_of_collisions,min_travel_time,max_travel_time,avg_travel_time,total_travel_time,min_time_in_control_zone,max_time_in_control_zone,avg_time_in_control_zone,total_time_in_control_zone
881.5,217,2,20.0,31.5,24.587557603686637,5335.5,1.5,8.5,2.8704545454545456,631.5
3600.0,933,0,20.0,39.0,24.85369774919614,23188.5,1.5,10.5,2.9684154175588864,2772.5
474.0,126,2,20.5,35.0,25.01984126984127,3152.5,1.5,10.0,3.12109375,399.5
945.5,230,2,20.0,34.0,24.734782608695653,5689.0,1.5,10.0,3.0278969957081543,705.5
451.5,131,2,20.0,38.5,24.912213740458014,3263.5,1.5,11.0,3.0296296296296297,409.0
3600.0,851,0,20.0,41.5,24.63572267920094,20965.0,1.5,13.5,2.911007025761124,2486.0
3396.5,903,2,20.0,37.0,24.723698781838316,22325.5,1.5,8.5,2.902425578831312,2632.5
3600.0,848,0,20.0,32.5,24.567216981132077,20833.0,1.5,9.0,2.8772032902467686,2448.5
239.5,62,2,20.5,29.5,24.596774193548388,1525.0,1.5,5.5,2.753731343283582,184.5
3600.0,1017,0,20.0,42.0,25.096361848574237,25523.0,0.5,11.5,3.015655577299413,3082.0
