episode_duration,number_of_vehicles_left_succesfully,number_of_collisions,min_travel_time,max_travel_time,avg_travel_time,total_travel_time,min_time_in_control_zone,max_time_in_control_zone,avg_time_in_control_zone,total_time_in_control_zone
2031.5,525,2,20.0,33.5,24.70952380952381,12972.5,1.5,8.0,2.726325757575758,1439.5
3600.0,897,0,20.0,36.5,24.940914158305464,22372.0,1.5,12.0,2.8809788654060067,2590.0
3600.0,1031,0,20.0,37.5,25.082929194956353,25860.5,1.5,12.0,2.9123062015503876,3005.5
3600.0,884,0,20.0,32.5,24.789027149321267,21913.5,0.5,8.5,2.8213077790304397,2502.5
3600.0,967,0,20.0,33.5,24.847983453981385,24028.0,1.5,8.0,2.808959835221421,2727.5
1226.0,304,2,20.0,32.5,24.699013157894736,7508.5,1.5,7.0,2.7838709677419353,863.0
521.0,139,2,20.5,30.0,24.694244604316548,3432.5,1.5,7.0,2.7922535211267605,396.5
3600.0,947,0,20.0,38.5,24.9350580781415,23613.5,1.5,11.0,2.8089473684210526,2668.5
3600.0,887,0,20.0,40.5,25.002254791431792,22177.0,0.5,9.5,2.8754208754208754,2562.0
3600.0,987,0,19.5,36.5,25.074974670719353,24749.0,1.5,10.5,2.8884964682139254,2862.5
