episode_duration,number_of_vehicles_left_succesfully,number_of_collisions,min_travel_time,max_travel_time,avg_travel_time,total_travel_time,min_time_in_control_zone,max_time_in_control_zone,avg_time_in_control_zone,total_time_in_control_zone
1039.0,336,2,20.0,29.5,21.8125,7329.0,0.5,7.5,1.998533724340176,681.5
984.5,264,2,20.0,26.0,21.6875,5725.5,0.5,5.5,1.9386617100371748,521.5
323.0,102,2,20.0,29.0,22.245098039215687,2269.0,1.5,7.0,2.191588785046729,234.5
1362.0,360,2,20.0,26.0,21.719444444444445,7819.0,0.5,5.5,1.9643835616438357,717.0
726.0,244,2,19.5,25.5,21.862704918032787,5334.5,1.0,5.0,2.028225806451613,503.0
1002.0,336,2,20.0,26.5,21.830357142857142,7335.0,1.5,6.0,2.027941176470588,689.5
711.0,238,2,20.0,32.5,22.27310924369748,5301.0,1.5,8.5,2.2427385892116183,540.5
958.0,248,2,20.0,25.5,21.594758064516128,5355.5,1.0,5.0,1.907114624505929,482.5
377.5,90,2,20.0,24.0,21.594444444444445,1943.5,1.5,4.0,1.891304347826087,174.0
346.0,105,2,20.0,24.5,21.79047619047619,2288.0,1.5,3.5,1.9398148148148149,209.5
