episode_duration,number_of_vehicles_left_succesfully,number_of_collisions,min_travel_time,max_travel_time,avg_travel_time,total_travel_time,min_time_in_control_zone,max_time_in_control_zone,avg_time_in_control_zone,total_time_in_control_zone
577.5,229,2,20.0,28.0,22.16593886462882,5076.0,1.5,6.5,2.2017167381974247,513.0
833.0,314,2,20.0,28.5,22.014331210191084,6912.5,1.5,7.0,2.1214511041009465,672.5
523.0,151,2,20.0,26.5,21.695364238410598,3276.0,0.5,4.5,1.935483870967742,300.0
101.5,14,2,20.0,27.0,21.928571428571427,307.0,1.5,6.5,2.125,34.0
81.5,16,2,20.5,23.0,21.5625,345.0,0.5,3.5,1.8571428571428572,39.0
132.5,42,2,20.0,31.0,22.678571428571427,952.5,1.5,9.0,2.510869565217391,115.5
576.5,224,2,20.0,27.5,22.055803571428573,4940.5,1.5,6.5,2.1740088105726874,493.5
317.0,92,2,20.0,25.5,21.706521739130434,1997.0,1.0,4.5,1.936842105263158,184.0
1977.5,637,2,20.0,29.5,21.910518053375196,13957.0,1.5,8.0,2.0669781931464173,1327.0
286.5,91,2,20.0,26.0,21.9010989010989,1993.0,1.5,5.0,1.9787234042553192,186.0
