episode_duration,number_of_vehicles_left_succesfully,number_of_collisions,min_travel_time,max_travel_time,avg_travel_time,total_travel_time,min_time_in_control_zone,max_time_in_control_zone,avg_time_in_control_zone,total_time_in_control_zone
1774.0,688,2,19.5,45.5,25.765261627906977,17726.5,0.5,11.5,3.222943722943723,2233.5
3600.0,1101,0,20.0,36.5,24.92188919164396,27439.0,1.5,11.0,3.002264492753623,3314.5
3452.0,1103,2,20.0,49.5,25.13599274705349,27725.0,1.5,10.5,3.1107594936708862,3440.5
819.0,329,2,20.5,41.0,26.00607902735562,8556.0,1.5,9.0,3.3783783783783785,1125.0
2820.5,833,2,20.0,38.0,24.960384153661465,20792.0,1.5,10.5,3.037544696066746,2548.5
2571.5,750,2,19.5,36.0,24.733333333333334,18550.0,1.5,12.5,2.9009247027741085,2196.0
1749.5,687,2,20.0,47.5,26.746724890829693,18375.0,1.5,13.5,3.6938040345821324,2563.5
100.0,15,2,20.5,27.0,24.2,363.0,1.5,5.0,2.710526315789474,51.5
3600.0,1119,0,20.0,41.0,25.193923145665774,28192.0,1.5,11.0,3.1460373998219056,3533.0
3600.0,1358,0,20.0,48.5,25.801546391752577,35038.5,0.5,13.0,3.312820512820513,4522.0
