episode_duration,number_of_vehicles_left_succesfully,number_of_collisions,min_travel_time,max_travel_time,avg_travel_time,total_travel_time,min_time_in_control_zone,max_time_in_control_zone,avg_time_in_control_zone,total_time_in_control_zone
269.0,72,2,21.0,29.5,24.555555555555557,1768.0,1.5,4.5,2.641025641025641,206.0
1144.5,282,2,20.0,29.5,24.930851063829788,7030.5,1.5,6.0,2.8385416666666665,817.5
3600.0,986,0,20.0,41.5,25.17494929006085,24822.5,1.5,10.0,2.9074823053589482,2875.5
3600.0,1236,0,20.0,34.5,25.11448220064725,31041.5,1.5,8.5,2.854032258064516,3539.0
1688.0,560,2,20.0,37.0,24.95267857142857,13973.5,1.5,8.5,2.8003533568904593,1585.0
3600.0,1220,0,20.0,36.5,25.147540983606557,30680.0,0.5,8.5,2.9043336058871625,3552.0
3600.0,990,0,20.0,34.5,24.931818181818183,24682.5,1.5,8.0,2.7986881937436934,2773.5
337.0,107,2,20.0,36.0,25.149532710280372,2691.0,1.5,6.0,2.85,313.5
2077.0,675,2,20.0,33.0,25.052592592592593,16910.5,1.5,10.0,2.8893805309734515,1959.0
3600.0,987,0,20.0,34.5,24.934650455927052,24610.5,1.5,11.0,2.8575757575757574,2829.0
