episode_duration,number_of_vehicles_left_succesfully,number_of_collisions,min_travel_time,max_travel_time,avg_travel_time,total_travel_time,min_time_in_control_zone,max_time_in_control_zone,avg_time_in_control_zone,total_time_in_control_zone
198.5,51,2,20.0,24.0,21.69607843137255,1106.5,1.5,4.0,1.9363636363636363,106.5
234.5,72,2,20.0,25.0,21.78472222222222,1568.5,1.5,4.0,1.9662162162162162,145.5
1639.0,571,2,20.0,27.0,21.86427320490368,12484.5,1.5,6.5,2.0243055555555554,1166.0
762.5,246,2,20.0,27.5,22.026422764227643,5418.5,1.5,6.0,2.1471774193548385,532.5
596.5,150,2,19.5,27.5,22.08,3312.0,1.5,7.5,2.2337662337662336,344.0
192.5,54,2,20.0,24.5,21.87962962962963,1181.5,1.0,4.0,1.9741379310344827,114.5
82.0,23,2,20.5,26.5,22.41304347826087,515.5,1.5,6.0,2.259259259259259,61.0
847.5,246,2,20.0,26.0,21.75609756097561,5352.0,1.5,5.0,1.9678714859437751,490.0
66.0,14,2,20.5,23.5,21.5,301.0,1.5,3.0,1.8529411764705883,31.5
540.0,140,2,20.0,28.5,22.085714285714285,3092.0,1.5,7.0,2.160839160839161,309.0
