episode_duration,number_of_vehicles_left_succesfully,number_of_collisions,min_travel_time,max_travel_time,avg_travel_time,total_travel_time,min_time_in_control_zone,max_time_in_control_zone,avg_time_in_control_zone,total_time_in_control_zone
90.5,10,2,23.5,28.0,25.25,252.5,2.0,5.5,3.4642857142857144,48.5
3600.0,961,0,23.5,654.0,125.07596253902186,120198.0,2.5,931.5,16.30630165289256,15784.5
3600.0,1010,0,22.5,1534.0,126.20445544554455,127466.5,1.5,2593.5,16.724950884086443,17026.0
3600.0,725,0,24.0,374.0,116.35172413793103,84355.0,3.0,3485.0,24.035567715458278,17570.0
3600.0,1141,0,23.0,1757.5,119.79973707274321,136691.5,1.0,1412.5,13.644473455178415,15677.5
3600.0,714,0,24.0,333.5,119.44607843137256,85284.5,1.5,3268.0,24.328710124826628,17541.0
3600.0,990,0,22.0,1428.5,121.77121212121212,120553.5,1.5,1405.0,15.364092276830492,15318.0
35.0,1,2,24.0,24.0,24.0,24.0,2.5,3.5,2.875,11.5
3600.0,926,0,24.0,920.0,145.08099352051835,134345.0,3.0,917.0,18.615219721329048,17368.0
3600.0,969,0,23.5,1198.5,141.8028895768834,137407.0,2.0,1329.5,17.4672131147541,17048.0
