episode_duration,number_of_vehicles_left_succesfully,number_of_collisions,min_travel_time,max_travel_time,avg_travel_time,total_travel_time,min_time_in_control_zone,max_time_in_control_zone,avg_time_in_control_zone,total_time_in_control_zone
3600.0,1058,0,19.5,38.0,24.80907372400756,26248.0,1.5,7.0,2.780338664158043,2955.5
737.5,177,2,20.0,32.5,24.93502824858757,4413.5,1.5,8.5,2.8535911602209945,516.5
2984.0,1155,2,20.0,40.0,25.47878787878788,29428.0,1.5,10.0,3.0262478485370052,3516.5
2919.5,829,2,20.0,40.0,24.937876960193005,20673.5,1.5,9.5,2.8507194244604315,2377.5
2275.0,684,2,20.0,41.0,25.26608187134503,17282.0,0.5,8.5,2.963715529753266,2042.0
3600.0,1345,0,20.0,37.0,25.365055762081784,34116.0,1.5,11.5,2.9807407407407407,4024.0
395.0,141,2,20.5,44.5,25.73049645390071,3628.0,0.5,10.0,3.1912751677852347,475.5
183.5,54,2,20.5,29.5,24.73148148148148,1335.5,0.5,4.5,2.6810344827586206,155.5
3412.5,1014,2,20.0,34.0,25.052268244575938,25403.0,1.5,9.0,2.8849557522123894,2934.0
770.0,306,2,20.5,32.0,25.462418300653596,7791.5,1.5,9.0,2.9710610932475885,924.0
