episode_duration,number_of_vehicles_left_succesfully,number_of_collisions,min_travel_time,max_travel_time,avg_travel_time,total_travel_time,min_time_in_control_zone,max_time_in_control_zone,avg_time_in_control_zone,total_time_in_control_zone
114.5,35,2,20.0,24.5,21.957142857142856,768.5,1.5,4.5,2.0375,81.5
74.5,29,2,20.5,26.0,22.448275862068964,651.0,1.5,4.5,2.3125,74.0
1479.0,555,2,19.5,27.5,22.062162162162164,12244.5,1.5,6.5,2.15625,1207.5
780.5,316,2,20.0,27.0,22.2626582278481,7035.0,1.5,5.0,2.2289719626168223,715.5
37.0,8,2,21.0,23.5,21.625,173.0,1.5,3.5,1.9642857142857142,27.5
994.0,284,2,20.0,26.0,21.882042253521128,6214.5,1.5,5.0,2.0400696864111496,585.5
100.0,29,2,20.0,26.0,21.913793103448278,635.5,1.5,5.0,2.0483870967741935,63.5
239.0,91,2,20.0,25.5,21.824175824175825,1986.0,1.5,4.5,2.0677083333333335,198.5
414.5,156,2,20.5,33.5,22.740384615384617,3547.5,0.5,10.0,2.559006211180124,412.0
60.5,12,2,20.5,24.0,21.875,262.5,1.5,3.0,1.9705882352941178,33.5
