episode_duration,number_of_vehicles_left_succesfully,number_of_collisions,min_travel_time,max_travel_time,avg_travel_time,total_travel_time,min_time_in_control_zone,max_time_in_control_zone,avg_time_in_control_zone,total_time_in_control_zone
3600.0,955,0,23.0,643.5,86.87696335078535,82967.5,2.5,557.0,12.643229166666666,12137.5
3600.0,971,0,23.0,302.5,57.52883625128733,55860.5,0.5,279.5,10.607873210633947,10374.5
2174.0,597,2,24.0,603.0,78.86013400335008,47079.5,2.0,574.0,12.284166666666666,7370.5
200.5,46,2,23.5,81.5,40.20652173913044,1849.5,2.5,50.5,9.254901960784315,472.0
1003.5,267,2,22.5,164.5,40.22659176029963,10740.5,2.5,113.5,8.014760147601477,2172.0
819.5,210,2,23.0,117.0,35.90238095238095,7539.5,2.5,84.0,8.018691588785046,1716.0
876.5,221,2,22.5,166.0,45.89592760180995,10143.0,2.5,89.5,8.733183856502242,1947.5
58.0,5,2,24.5,28.5,26.5,132.5,2.0,8.0,4.0,36.0
70.0,9,2,23.5,26.0,24.72222222222222,222.5,1.5,4.0,3.0,42.0
2362.5,554,2,23.0,361.5,45.67870036101083,25306.0,2.5,338.0,9.807692307692308,5482.5
